Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 15, 11.028540722529094, 0.9927143201670323, 167.8395733833313
256, Ori, 15, 15.726441431045533, 2.1747778323770803, 237.50104069709778
1024, Ori, 15, 30.095038477579752, 1.5409622981180555, 453.49486899375916
4096, Ori, 15, 89.37732640902202, 5.533106457026828, 1344.3316605091095
64, PPP, 25, 6.31934009552002, 0.37942379536145415, 160.02224969863892
256, PPP, 25, 10.527492961883546, 3.69718543762853, 265.2024118900299
1024, PPP, 25, 19.757158784866334, 1.553667483004189, 497.260146856308
4096, PPP, 25, 73.18982849121093, 1.6733962416790973, 1837.6565866470337
64, Stat, 10, 117.51349911689758, 7.645674058614228, 1175.9907863140106
256, Stat, 10, 92.75039465427399, 174.86244525747765, 928.4705238342285
1024, Stat, 10, 102.49695847034454, 42.42639962422087, 1026.0456671714783
4096, Stat, 10, 147.3655579328537, 14.470811093604087, 1475.5796389579773
