,t,population_end_time,samples,epsilon,particles
0,-1,2021-03-30 18:26:42.035982,0,inf,1
1,0,2021-03-30 18:27:26.525063,2769,25000000.0,1000
2,1,2021-03-30 18:28:10.575716,2599,24000000.0,1000
3,2,2021-03-30 18:28:55.951550,2604,23500000.0,1000
4,3,2021-03-30 18:29:43.663931,2645,23000000.0,1000
5,4,2021-03-30 18:32:25.235138,26020,22000000.0,1000
6,5,2021-03-30 18:34:48.469548,4234,17600000.0,1000
7,6,2021-03-30 18:37:03.460869,3798,14080000.0,1000
8,7,2021-03-30 18:39:22.088305,3758,11264000.0,1000
9,8,2021-03-30 18:41:39.589071,3851,9011200.0,1000
10,9,2021-03-30 18:44:05.295393,3985,7208960.0,1000
11,10,2021-03-30 18:46:34.705757,4110,5767168.0,1000
12,11,2021-03-30 18:49:14.916256,4486,4613734.4,1000
13,12,2021-03-30 18:52:08.552212,4746,3690987.5200000005,1000
14,13,2021-03-30 18:55:01.009702,4803,2952790.0160000008,1000
15,14,2021-03-30 18:58:12.832014,5463,2362232.0128000006,1000
16,15,2021-03-30 19:01:42.479933,6051,1889785.6102400005,1000
17,16,2021-03-30 19:05:32.192067,6623,1511828.4881920004,1000
18,17,2021-03-30 19:09:41.012472,7206,1209462.7905536003,1000
19,18,2021-03-30 19:13:58.572311,7744,967570.2324428803,1000
20,19,2021-03-30 19:19:13.111089,9441,774056.1859543043,1000
21,20,2021-03-30 19:24:40.556191,9906,619244.9487634435,1000
22,21,2021-03-30 19:27:45.609782,5522,495395.9590107548,1000
23,22,2021-03-30 19:30:29.847625,4894,396316.7672086039,1000
24,23,2021-03-30 19:33:37.307839,5772,317053.41376688314,1000
25,24,2021-03-30 19:36:35.292481,5449,253642.73101350653,1000
26,25,2021-03-30 19:39:52.649493,6505,202914.18481080525,1000
27,26,2021-03-30 19:43:29.170716,7826,162331.34784864422,1000
28,27,2021-03-30 19:46:26.264720,6252,129865.07827891537,1000
29,28,2021-03-30 19:49:32.682682,6966,103892.06262313231,1000
30,29,2021-03-30 19:52:12.366134,5908,83113.65009850585,1000
31,30,2021-03-30 19:56:02.888875,9208,66490.92007880469,1000
32,31,2021-03-30 19:59:35.098062,8632,53192.736063043754,1000
33,32,2021-03-30 20:04:37.392919,14167,42554.188850435006,1000
34,33,2021-03-30 20:08:38.601878,10231,34043.35108034801,1000
35,34,2021-03-30 20:13:04.612500,11747,27234.68086427841,1000
36,35,2021-03-30 20:17:03.616623,10715,21787.74469142273,1000
37,36,2021-03-30 20:20:52.659079,10344,17430.195753138185,1000
38,37,2021-03-30 20:30:09.086580,27967,13944.15660251055,1000
39,38,2021-03-30 20:35:54.431024,16715,11155.32528200844,1000
40,39,2021-03-30 20:40:56.382335,14242,8924.260225606753,1000
41,40,2021-03-30 20:46:20.480114,15640,7139.408180485403,1000
42,41,2021-03-30 20:51:15.130952,14258,5711.526544388323,1000
43,42,2021-03-30 21:04:17.005929,37694,4569.2212355106585,1000
44,43,2021-03-30 21:10:34.271068,17999,3655.376988408527,1000
45,44,2021-03-30 21:20:19.160751,28208,2924.301590726822,1000
46,45,2021-03-30 21:53:47.202226,98913,2339.4412725814577,1000
47,46,2021-03-30 22:16:25.467504,66381,1871.5530180651663,1000
48,47,2021-03-30 23:03:11.005365,136900,1497.242414452133,1000
49,48,2021-03-31 00:28:38.845235,250480,1197.7939315617066,1000
50,49,2021-03-31 01:35:55.833101,197824,958.2351452493654,1000
51,50,2021-03-31 04:07:55.755118,463466,766.5881161994923,1000
