Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 13, 102.1445641884437, 128.12170843899256, 1698.8542594909668
256, Ori, 13, 147.25206738251907, 483.7230993377204, 1918.4003574848175
1024, Ori, 13, 252.92872744340164, 552.9005376554342, 3292.1254665851593
4096, Ori, 13, 557.7046164549314, 585.2475294947252, 7254.934339761734
64, PPP, 13, 61.03776918924772, 52.1198294163269, 797.0713024139404
256, PPP, 13, 91.86362769053532, 372.4211840536645, 1197.964869260788
1024, PPP, 13, 152.75732051409207, 599.6230299997458, 1990.9582691192627
4096, PPP, 13, 403.838173517814, 89.47108837813039, 5257.542038679123
64, Stat, 3, 122.83154034614563, 60.75493264103151, 369.3416545391083
256, Stat, 3, 170.01355139414468, 84.4729231381835, 510.9948658943176
1024, Stat, 3, 260.7202157179515, 447.07955246087226, 782.9304022789001
4096, Stat, 3, 608.2045314311981, 330.7061081780946, 1825.5536053180695
