Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 50, 120.34298823356629, 402.04139068211043, 6022.731942653656
256, Ori, 50, 154.33611375808715, 609.448071877204, 7727.009072303772
1024, Ori, 50, 226.1482411623001, 863.0543241704486, 11319.005057811737
4096, Ori, 50, 413.04743428230285, 2311.2382548968726, 20839.711002588272
64, PPP, 50, 71.86113698482514, 227.47441818554827, 3606.763885498047
256, PPP, 50, 86.77640629291534, 277.96318474815865, 4350.986994028091
1024, PPP, 50, 137.72352846622468, 671.4528335441039, 6898.560858488083
4096, PPP, 50, 249.0273155450821, 599.8974171875652, 12479.309334039688
64, Stat, 3, 142.66517758369446, 157.26072284209602, 428.9517664909363
256, Stat, 3, 176.52906274795532, 295.03331508261726, 530.4148454666138
1024, Stat, 3, 270.686288913091, 613.1062597451262, 812.8913099765778
4096, Stat, 3, 462.69576239585876, 328.2865638489525, 1389.4719784259796
