Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 13, 101.00443438383249, 380.22425710420964, 1317.6481065750122
256, Ori, 13, 162.86163898614737, 233.60913119131177, 2120.941355228424
1024, Ori, 13, 334.31073295153107, 702.3361580217104, 4350.282815694809
4096, Ori, 13, 916.7667163702158, 3675.667336886861, 11924.803604364395
64, PPP, 13, 57.25927125490629, 79.7559090780294, 748.6138575077057
256, PPP, 13, 90.1378785096682, 151.4080127135686, 1175.9602761268616
1024, PPP, 13, 222.9299681003277, 298.1019195283549, 2902.611526489258
4096, PPP, 13, 770.3652906601245, 209.01441473752206, 10035.170266628265
64, Stat, 3, 130.46448636054993, 117.75859255524738, 392.3583700656891
256, Stat, 3, 186.4171584447225, 132.01273775225857, 560.2603731155396
1024, Stat, 3, 344.8260808785756, 487.8489731554284, 1035.2721438407898
4096, Stat, 3, 919.0176826318105, 112.67357508083693, 2757.955585002899
