,t,n_evaluated,n_accepted,n_lookahead,n_lookahead_accepted,n_preliminary
0,0,641,256,0,0,0
1,1,702,256,0,0,0
2,2,810,256,0,0,0
3,3,880,256,0,0,0
4,4,920,256,0,0,0
5,5,1049,256,0,0,0
6,6,1248,256,0,0,0
7,7,1885,256,0,0,0
8,8,2226,256,0,0,0
9,9,3293,256,0,0,0
10,10,5237,256,0,0,0
11,11,5612,256,0,0,0
12,12,8317,256,0,0,0
13,13,10371,256,0,0,0
14,14,8867,256,0,0,0
15,15,12594,256,0,0,0
16,16,39912,256,0,0,0
