Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 13, 71.50030996249272, 53.479503184130856, 934.1199247837067
256, Ori, 13, 92.58303658778851, 47.5696732547564, 1208.5014944076538
1024, Ori, 13, 172.75339889526367, 42.77554722048592, 2250.507658481598
4096, Ori, 13, 474.66145752026483, 156.6229973127005, 6177.25528550148
64, PPP, 13, 39.00457187799307, 27.99456433000918, 511.04405641555786
256, PPP, 13, 58.07203309352581, 83.39572902001137, 759.223058462143
1024, PPP, 13, 115.13036909470192, 23.893389926149275, 1500.2985718250275
4096, PPP, 13, 393.00897765159607, 20.193385977329566, 5115.94256234169
64, Stat, 3, 106.30000440279643, 12.997926235881943, 319.7900161743164
256, Stat, 3, 154.6449874242147, 208.57684184234472, 464.9064140319824
1024, Stat, 3, 218.08827177683511, 39.812073622131656, 655.1013588905334
4096, Stat, 3, 532.4408779144287, 60.966719066174655, 1598.3056108951569
