Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 50, 76.82406837463378, 106.2545776634584, 3854.1722424030304
256, Ori, 50, 96.50567258358002, 140.75515338220046, 4835.833459377289
1024, Ori, 50, 140.86793248653413, 58.252144967190674, 7054.909481287003
4096, Ori, 50, 310.5640502882004, 2111.444129410081, 15541.402652025223
64, PPP, 50, 43.48744525909424, 37.22484187938116, 2185.0227494239807
256, PPP, 50, 55.50250695228576, 62.77507037689299, 2785.403779029846
1024, PPP, 50, 83.5425307893753, 52.40722982322876, 4406.0969343185425
4096, PPP, 50, 212.57187733650207, 71.41344538272455, 10641.831755161285
64, Stat, 3, 146.07877111434937, 61.8595961875947, 438.55179381370544
256, Stat, 3, 165.21181790033975, 21.182014607267373, 495.99636244773865
1024, Stat, 3, 204.01252539952597, 107.97450321050206, 612.4144439697266
4096, Stat, 3, 366.6518765290578, 222.62515396698782, 1100.449434041977
