,t,n_evaluated,n_accepted,n_lookahead,n_lookahead_accepted,n_preliminary
0,0,514,349,0,0,0
1,1,565,343,0,0,0
2,2,615,330,0,0,0
3,3,838,302,0,0,0
4,4,946,293,0,0,0
5,5,1322,289,0,0,0
6,6,1744,278,0,0,0
7,7,2553,274,0,0,0
8,8,4759,261,0,0,0
9,9,6713,260,0,0,0
10,10,6436,261,0,0,0
11,11,8470,259,0,0,0
12,12,7156,259,0,0,0
13,13,9995,261,0,0,0
14,14,10683,257,0,0,0
15,15,14334,258,0,0,0
