Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 14, 16.985269137791224, 7.311393837484798, 238.588472366333
256, Ori, 14, 26.52185528618949, 6.327643913859596, 371.89450311660767
1024, Ori, 14, 54.56665745803288, 3.1011284599928755, 764.8868284225464
4096, Ori, 14, 168.93471377236503, 8.701461771269654, 2367.5351479053497
64, PPP, 14, 11.515132989202227, 3.313718619780004, 164.42349886894226
256, PPP, 14, 16.750003235680715, 2.618022529662562, 237.80599856376648
1024, PPP, 14, 38.3148067338126, 5.109118989607402, 540.0193796157837
4096, PPP, 14, 134.13019449370248, 1.930340132932351, 1882.8754727840424
64, Stat, 3, 64.28232494990031, 0.5692525032188894, 194.11421275138855
256, Stat, 3, 59.79820569356283, 1.9291445549214108, 180.65352773666382
1024, Stat, 3, 76.20658071835835, 5.9687782905772835, 229.89823937416077
4096, Stat, 3, 196.51389614741007, 13.402466862819374, 590.9272971153259
