Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 30, 36.83150855700175, 18.532268445339888, 1112.6429340839386
256, Ori, 30, 46.56795456409454, 39.21280718071434, 1404.4081993103027
1024, Ori, 30, 67.41814138094584, 66.56743190595532, 2030.58367228508
4096, Ori, 30, 134.67469336986542, 57.712112850916206, 4049.7994363307953
64, PPP, 30, 21.604058074951173, 20.266678331361536, 656.1603956222534
256, PPP, 30, 26.971520606676737, 21.119855061283417, 817.2259109020233
1024, PPP, 30, 39.701677624384565, 25.557676255637748, 1199.9302797317505
4096, PPP, 30, 84.90874186356862, 34.8368565244441, 2556.582362651825
64, Stat, 3, 163.3543283144633, 262.4494799564383, 490.7792589664459
256, Stat, 3, 163.0895491441091, 5.030308387413862, 490.12566447257996
1024, Stat, 3, 142.3265199661255, 509.47513008573196, 427.7803614139557
4096, Stat, 3, 172.76070221265158, 9.98191172459369, 519.2069411277771
