Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 30, 36.08773281574249, 202.6166707214697, 1109.8963243961334
256, Ori, 30, 43.69505744775136, 31.917969840930873, 1320.862258195877
1024, Ori, 30, 76.15667536258698, 27.36725175414742, 2295.5403928756714
4096, Ori, 30, 181.93775242169698, 23.039666066152204, 5475.467960596085
64, PPP, 30, 18.4201464732488, 19.732403236507857, 561.4871761798859
256, PPP, 30, 25.32385936578115, 16.40774205774324, 769.4183759689331
1024, PPP, 30, 44.97209822336833, 19.676544257088665, 1358.6403777599335
4096, PPP, 30, 131.42776074409485, 122.08718303603986, 3956.229292869568
64, Stat, 3, 106.7007508277893, 47.98864124828541, 324.18676710128784
256, Stat, 3, 109.17517598470052, 13.268634522311926, 329.7059733867645
1024, Stat, 3, 110.66170271237691, 9.805097768435846, 332.9558615684509
4096, Stat, 3, 229.4275971253713, 98.47617698958616, 690.0891373157501
