Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 30, 30.80160105228424, 32.04148676008073, 934.15891289711
256, Ori, 30, 44.95342449347178, 32.82512640886302, 1357.5966527462006
1024, Ori, 30, 97.74215681552887, 55.42710896540514, 2940.9950675964355
4096, Ori, 30, 284.3406752983729, 57.09831894983087, 8540.077798366547
64, PPP, 30, 16.500658162434895, 5.571995564444213, 503.9802417755127
256, PPP, 30, 27.81881200472514, 10.635300122127013, 842.6955971717834
1024, PPP, 30, 65.48221349716187, 5.875194381818782, 1974.0193552970886
4096, PPP, 30, 237.8462477048238, 12.279358973104657, 7147.863766908646
64, Stat, 3, 41.971645752588906, 0.38708326126202847, 127.07267546653748
256, Stat, 3, 56.92709024747213, 10.366364974694092, 172.00672578811646
1024, Stat, 3, 110.90179800987244, 16.27002949916516, 334.0277464389801
4096, Stat, 3, 293.9979187647502, 3.5932114721782433, 883.4143409729004
