Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 19, 33.28111649814405, 297.9009516327683, 639.2729413509369
256, Ori, 19, 54.24456326585067, 180.97798915573108, 1037.1003096103668
1024, Ori, 19, 121.45169387365642, 917.9327026835534, 2314.5596256256104
4096, Ori, 19, 251.02303764694616, 2246.2993747520964, 4776.179975032806
64, PPP, 19, 24.456401473597477, 117.89881454208894, 469.55184626579285
256, PPP, 19, 34.42415744379947, 116.70228445100982, 659.6545658111572
1024, PPP, 19, 91.8456499953019, 4500.914523973481, 1752.983628988266
4096, PPP, 19, 171.12968487488595, 3256.9231018941005, 3258.478227376938
64, Stat, 3, 55.647350470225014, 13.637671753688904, 168.03550219535828
256, Stat, 3, 78.00756613413493, 485.67295947964544, 235.01325368881226
1024, Stat, 3, 135.1979144414266, 2997.317215205834, 406.6774151325226
4096, Stat, 3, 359.92998933792114, 21050.04256008412, 1080.8354320526123
