Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 15, 10.7223210811615, 1.0649415867094618, 163.09195113182068
256, Ori, 15, 19.216563606262206, 1.7537885005092206, 289.9296476840973
1024, Ori, 15, 52.18172577222188, 2.3878709637086475, 784.9516093730927
4096, Ori, 15, 188.36524357795716, 4.350308619534801, 2829.383356809616
64, PPP, 25, 5.981503238677979, 0.5622779429617935, 151.9193024635315
256, PPP, 25, 12.518428134918214, 1.2724594196143881, 315.32773518562317
1024, PPP, 25, 42.349700355529784, 4.737466827551065, 1087.1366815567017
4096, PPP, 25, 163.2084222316742, 4.192675776906271, 4119.9623782634735
64, Stat, 10, 29.244562244415285, 0.2979682229014111, 293.36482644081116
256, Stat, 10, 36.318221783638, 0.9291704740153414, 364.09770345687866
1024, Stat, 10, 66.65974409580231, 3.2595733635026605, 667.7134957313538
4096, Stat, 10, 220.643151140213, 3.39109174119848, 2208.473709821701
