Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 25, 20.610195875167847, 5.063890034857622, 522.3918845653534
256, Ori, 25, 27.28474341392517, 9.404575455144617, 687.765634059906
1024, Ori, 25, 41.13078351020813, 7.927323903541091, 1035.7379441261292
4096, Ori, 25, 88.41139428138733, 28.611383313568123, 2221.3148577213287
64, PPP, 25, 12.259836435317993, 2.5547774795478837, 315.99808144569397
256, PPP, 25, 16.35403971672058, 5.129233921143627, 414.7675738334656
1024, PPP, 25, 25.510116271972656, 10.33000471728545, 644.4077360630035
4096, PPP, 25, 55.60914212226868, 9.68940852243005, 1398.2520322799683
64, Stat, 3, 202.17769877115884, 45.66332521014042, 607.6623213291168
256, Stat, 3, 186.638143380483, 36.771615909341804, 560.5538368225098
1024, Stat, 3, 159.29941495259604, 2.036991866759207, 478.67509031295776
4096, Stat, 3, 138.25375588734946, 64.81862157163977, 415.5771920681
