Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 12, 18.234521508216858, 6.772398376778658, 219.4942183494568
256, Ori, 12, 32.78369112809499, 25.054805795303693, 393.8922162055969
1024, Ori, 12, 85.70128558079402, 49.442879669845155, 1029.1635501384735
4096, Ori, 12, 288.5640568335851, 11.751534442641661, 3464.5821697711945
64, PPP, 12, 11.425824026266733, 4.477705892420616, 139.48494124412537
256, PPP, 12, 21.638408879439037, 3.891083946456277, 262.02814269065857
1024, PPP, 12, 67.70410301287968, 3.532467658563523, 815.0310697555542
4096, PPP, 12, 257.2564360499382, 5.885523477887584, 3090.7008192539215
64, Stat, 3, 29.915599981943767, 4.571350122315393, 90.78836011886597
256, Stat, 3, 39.92577703793844, 1.1988884701009712, 120.81397557258606
1024, Stat, 3, 92.61161017417908, 10.62811312833268, 279.0613856315613
4096, Stat, 3, 304.7859483559926, 15.854186521529542, 915.5230095386505
