Pop size, Look_ahead, Repetitions, Runtime Expectation, Runtime Variance, total Walltime
64, Ori, 25, 60.34154107093811, 1324.4034414282446, 1518.2156307697296
256, Ori, 25, 70.26832393646241, 387.9047820169516, 1765.731570482254
1024, Ori, 25, 141.02748929023744, 1972.832016779212, 3534.5889229774475
4096, Ori, 25, 256.34193720817564, 7763.014256244089, 6418.965726613998
64, PPP, 25, 29.500210418701172, 73.63011634856213, 748.463812828064
256, PPP, 25, 51.33762998580933, 1313.5182219949088, 1293.8304693698883
1024, PPP, 25, 69.82525869369506, 431.1103937248052, 1755.6080243587494
4096, PPP, 25, 150.21129691123963, 1837.5693746502545, 3764.6735711097717
64, Stat, 3, 191.01414934794107, 180.09969947811086, 574.1092512607574
256, Stat, 3, 170.80758460362753, 11.311454878309341, 513.2641744613647
1024, Stat, 3, 186.32300098737082, 269.9590594987055, 559.9619314670563
4096, Stat, 3, 278.2325088977814, 4925.113549275242, 835.675455570221
