,t,n_evaluated,n_accepted,n_lookahead,n_lookahead_accepted,n_preliminary
0,0,493,256,0,0,0
1,1,656,256,433,279,433
2,2,777,256,324,167,324
3,3,915,256,378,144,378
4,4,1191,256,342,84,342
5,5,1269,256,738,182,738
6,6,1329,256,436,104,436
7,7,1703,256,330,47,330
8,8,2681,256,608,60,608
9,9,3097,256,555,44,555
10,10,4287,256,400,30,400
11,11,5653,256,371,21,371
12,12,5013,256,408,22,408
13,13,6532,256,383,10,383
14,14,8660,256,324,17,324
15,15,15447,256,422,6,422
16,16,12293,256,354,5,354
